,State,Name,Type,Winning Candidate,Winning Party,Winning Percentage,Winner's Votes,Runner Up Candidate,Runner Up Party,Runner Up Percentage,Runner Up Votes,Margin %,Margin Votes
425,Uttar Pradesh,Jalaun,SC,Narayan Das Ahirwar,SP,46,530180,Bhanu Pratap Singh Verma,BJP,42,476282,4,53898
426,Uttar Pradesh,Jhansi,OC,Anurag Sharma,BJP,50,690316,Pradeep Jain Aditya,INC,42,587702,7,102614
427,Uttar Pradesh,Hamirpur,OC,Ajendra Singh Lodhi,SP,44,490683,Kunwar Pushpendra Singh Chandel,BJP,43,488054,0,2629
428,Uttar Pradesh,Banda,OC,Krishna Devi Shivshanker Patel,SP,38,406567,R. K. Singh Patel,BJP,32,335357,6,71210
429,Uttar Pradesh,Fatehpur,OC,Naresh Uttam Patel,SP,45,500328,Niranjan Jyoti,BJP,42,467129,3,33199
430,Uttar Pradesh,Kaushambi,SC,Pushpendra Saroj,SP,50,509787,Vinod Kumar Sonkar,BJP,40,405843,10,103944
431,Uttar Pradesh,Phulpur,OC,Praveen Patel,BJP,44,452600,Amarnath Singh Maurya,SP,44,448268,0,4332
432,Uttar Pradesh,Allahabad,OC,Ujjwal Raman Singh,INC,48,462145,Neeraj Tripathi,BJP,42,403350,6,58795
433,Uttar Pradesh,Barabanki,SC,Tanuj Punia,INC,55,719927,Rajrani Rawat,BJP,39,504223,16,215704
434,Uttar Pradesh,Faizabad,OC,Awadhesh Prasad,SP,48,554289,Lallu Singh,BJP,43,499722,4,54567
435,Uttar Pradesh,Ambedkar Nagar,OC,Lalji Verma,SP,46,544959,Ritesh Pandey,BJP,34,407712,11,137247
436,Uttar Pradesh,Bahraich,SC,Anand Kumar Gond,BJP,49,518802,Ramesh Chandra,SP,43,454575,6,64227
437,Uttar Pradesh,Kaiserganj,OC,Karan Bhushan Singh,BJP,53,571263,Bhagat Ram,SP,39,422420,14,148843
438,Uttar Pradesh,Shrawasti,OC,Ram Shiromani Verma,SP,48,511055,Saket Misra,BJP,41,434382,7,76673
439,Uttar Pradesh,Gonda,OC,Kirti Vardhan Singh,BJP,49,474258,Shreya Verma,SP,44,428034,4,46224
440,Uttar Pradesh,Domariyaganj,OC,Jagdambika Pal,BJP,45,463303,Bhishma Shankar Tiwari,SP,41,420575,4,42728
441,Uttar Pradesh,Basti,OC,Ram Prasad Chaudhary,SP,48,527005,Harish Dwivedi,BJP,39,426011,9,100994
442,Uttar Pradesh,Sant Kabir Nagar,OC,Laxmikant,SP,45,498695,Praveen Kumar Nishad,BJP,37,406525,8,92170
443,Uttar Pradesh,Maharajganj,OC,Pankaj Chaudhary,BJP,48,591310,Virendra Chaudhary,INC,45,555859,2,35451
444,Uttar Pradesh,Gorakhpur,OC,Ravi Kishan,BJP,50,585834,Kajal Nishad,SP,41,482308,8,103526
445,Uttar Pradesh,Kushi Nagar,OC,Vijay Kumar Dubey,BJP,47,516345,Ajay Pratap Singh,SP,40,434555,7,81790
446,Uttar Pradesh,Deoria,OC,Shashank Mani,BJP,48,504541,Akhilesh Pratap Singh,INC,45,469699,3,34842
447,Uttar Pradesh,Bansgaon,SC,Kamlesh Paswan,BJP,45,428693,Sadal Prasad,INC,45,425543,0,3150
448,Uttar Pradesh,Lalganj,SC,Daroga Prasad Saroj,SP,43,439959,Neelam Sonkar,BJP,32,324936,11,115023
449,Uttar Pradesh,Azamgarh,OC,Dharmendra Yadav,SP,48,508239,Dinesh Lal Yadav,BJP,32,347204,15,161035
450,Uttar Pradesh,Ghosi,OC,Rajeev Rai,SP,43,503131,Arvind Rajbhar,SBSP,29,340188,14,162943
451,Uttar Pradesh,Salempur,OC,Ramashankar Rajbhar,SP,44,405472,Ravindra Kushawaha,BJP,43,401899,0,3573
452,Uttar Pradesh,Ballia,OC,Sanatan Pandey,SP,46,467068,Neeraj Shekhar,BJP,42,423684,4,43384
453,Uttar Pradesh,Jaunpur,OC,Babu Singh Kushwaha,SP,46,509130,Kripashankar Singh,BJP,37,409795,9,99335
454,Uttar Pradesh,Machhlishahr,SC,Priya Saroj,SP,42,451292,B. P. Saroj,BJP,39,415442,3,35850
455,Uttar Pradesh,Ghazipur,OC,Afzal Ansari,SP,46,539912,Pars Nath Rai,BJP,35,415051,10,124861
456,Uttar Pradesh,Chandauli,OC,Birendra Singh,SP,42,474476,Mahendra Nath Pandey,BJP,40,452911,1,21565
457,Uttar Pradesh,Varanasi,OC,Narendra Modi,BJP,54,612970,Ajay Rai,INC,40,460457,13,152513
458,Uttar Pradesh,Bhadohi,OC,Vinod Kumar Bind,BJP,42,459982,Laliteshpati Tripathi,AITC,38,415910,4,44072
459,Uttar Pradesh,Mirzapur,OC,Anupriya Patel,AD(S),42,471631,Ramesh Chand Bind,SP,39,433821,3,37810
460,Uttar Pradesh,Robertsganj,SC,Chhotelal,SP,46,465848,Rinki Kol,AD(S),33,336614,12,129234
461,Uttarakhand,Garhwal,OC,Anil Baluni,BJP,58,432159,Ganesh Godiyal,INC,36,268656,22,163503
462,Uttarakhand,Almora,SC,Ajay Tamta,BJP,64,429167,Pradeep Tamta,INC,29,195070,35,234097
463,Uttarakhand,Nainital-Udhamsingh Nagar,OC,Ajay Bhatt,BJP,61,772671,Prakash Joshi,INC,34,438123,26,334548
464,Uttarakhand,Haridwar,OC,Trivendra Singh Rawat,BJP,50,653808,Virendra Rawat,INC,37,489752,12,164056
465,West Bengal,Alipurduars,SC,Manoj Tigga,BJP,48,695314,Prakash Chik Baraik,AITC,43,619867,5,75447
466,West Bengal,Jalpaiguri,SC,Jayanta Kumar Roy,BJP,48,766568,Nirmal Chandra Roy,AITC,43,679875,5,86693
467,West Bengal,Darjeeling,OC,Raju Bista,BJP,51,679331,Gopal Lama,AITC,37,500806,13,178525
468,West Bengal,Raiganj,OC,Kartick Chandra Paul,BJP,40,560897,Krishna Kalyani,AITC,36,492700,4,68197
469,West Bengal,Balurghat,OC,Sukanta Majumdar,BJP,46,574996,Biplab Mitra,AITC,45,564610,0,10386
470,West Bengal,Maldaha Uttar,OC,Khagen Murmu,BJP,37,527023,Prasun Banerjee,AITC,31,449315,5,77708
471,West Bengal,Maldaha Dakshin,OC,Isha Khan Choudhury,INC,41,572395,Sreerupa Mitra Chaudhury,BJP,32,444027,9,128368
472,West Bengal,Jangipur,OC,Khalilur Rahaman,AITC,39,544427,Murtoja Hossain Bokul,INC,31,427790,8,116637
473,West Bengal,Baharampur,OC,Yusuf Pathan,AITC,37,524516,Adhir Ranjan Chowdhury,INC,31,439494,6,85022
474,West Bengal,Murshidabad,OC,Abu Taher Khan,AITC,44,682442,Mohammed Salim,CPI(M),33,518227,10,164215
475,West Bengal,Krishnanagar,OC,Mahua Moitra,AITC,44,628789,Amrita Roy,BJP,40,572084,3,56705
476,West Bengal,Ranaghat,SC,Jagannath Sarkar,BJP,50,782396,Mukut Mani Adhikari,AITC,38,595497,12,186899
477,West Bengal,Bangaon,SC,Shantanu Thakur,BJP,48,719505,Biswajit Das,AITC,43,645812,4,73693
478,West Bengal,Barrackpur,OC,Partha Bhowmick,AITC,45,520231,Arjun Singh,BJP,39,455793,5,64438
479,West Bengal,Dum Dum,OC,Sougata Ray,AITC,41,528579,Silbhadra Datta,BJP,36,457919,5,70660
480,West Bengal,Barasat,OC,Kakoli Ghosh Dastidar,AITC,45,692010,Swapan Majumder,BJP,37,577821,7,114189
481,West Bengal,Basirhat,OC,Sk Nurul Islam,AITC,52,803762,Rekha Patra,BJP,30,470215,21,333547
482,West Bengal,Joynagar,SC,Pratima Mondal,AITC,60,894312,Ashok Kandary,BJP,28,424093,31,470219
483,West Bengal,Mathurapur,SC,Bapi Haldar,AITC,50,755731,Ashok Purkait,BJP,37,554674,13,201057
484,West Bengal,Diamond Harbour,OC,Abhishek Banerjee,AITC,68,1048230,Abhijit Das (Bobby),BJP,22,337300,46,710930
485,West Bengal,Jadavpur,OC,Sayani Ghosh,AITC,45,717899,Dr. Anirban Ganguly,BJP,29,459698,16,258201
486,West Bengal,Kolkata Dakshin,OC,Mala Roy,AITC,49,615274,Debasree Chaudhuri,BJP,34,428043,15,187231
487,West Bengal,Kolkata Uttar,OC,Sudip Bandyopadhyay,AITC,47,454696,Tapas Roy,BJP,37,362136,9,92560
488,West Bengal,Howrah,OC,Prasun Banerjee,AITC,49,626493,Rathin Chakravarty,BJP,35,457051,13,169442
489,West Bengal,Uluberia,OC,Sajda Ahmed,AITC,52,724622,Arunuday Paulchowdhury,BJP,36,505949,15,218673
490,West Bengal,Serampore,OC,Kalyan Banerjee,AITC,45,673970,Kabir Shankar Bose,BJP,33,499140,11,174830
491,West Bengal,Hooghly,OC,Rachna Banerjee,AITC,46,702744,Locket Chatterjee,BJP,41,625891,5,76853
492,West Bengal,Arambagh,SC,Mitali Bag,AITC,45,712587,Arup Kanti Digar,BJP,45,706188,0,6399
493,West Bengal,Tamluk,OC,Abhijit Gangopadhyay,BJP,48,765584,Debangshu Bhattacharya,AITC,43,687851,4,77733
494,West Bengal,Kanthi,OC,Soumendu Adhikari,BJP,49,763195,Uttam Barik,AITC,46,715431,3,47764
495,West Bengal,Ghatal,OC,Deepak Adhikari (Dev),AITC,52,837990,Hiranmoy Chattopadhyaya,BJP,40,655122,11,182868
496,West Bengal,Jhargram,ST,Kalipada Saren,AITC,49,743478,Dr. Pranat Tudu,BJP,38,569430,11,174048
497,West Bengal,Medinipur,OC,June Maliah,AITC,47,702192,Agnimitra Paul,BJP,45,675001,1,27191
498,West Bengal,Purulia,OC,Jyotirmay Singh Mahato,BJP,40,578489,Shantiram Mahato,AITC,39,561410,1,17079
499,West Bengal,Bankura,OC,Arup Chakraborty,AITC,44,641813,Subhas Sarkar,BJP,42,609035,2,32778
500,West Bengal,Bishnupur,SC,Saumitra Khan,BJP,44,680130,Sujata Mondal,AITC,44,674563,0,5567
501,West Bengal,Bardhaman Purba,SC,Sharmila Sarkar,AITC,48,720302,Asim Kumar Sarkar,BJP,37,559730,10,160572
502,West Bengal,Bardhaman-Durgapur,OC,Kirti Azad Jha,AITC,47,720667,Dilip Ghosh,BJP,38,582686,9,137981
503,West Bengal,Asansol,OC,Shatrughan Prasad Sinha,AITC,46,605645,Surendrajeet Singh Ahluwalia,BJP,41,546081,4,59564
504,West Bengal,Bolpur,SC,Asit Kumar Mal,AITC,55,855633,Piya Saha,BJP,34,528380,21,327253
505,West Bengal,Birbhum,OC,Satabdi Roy,AITC,47,717961,Debtanu Bhattacharya,BJP,34,520311,12,197650
506,Andaman and Nicobar Islands,Andaman & Nicobar Islands,OC,Bishnu Pada Ray,BJP,50,102436,Kuldeep Rai Sharma,INC,38,78040,12,24396
507,Andhra Pradesh,Araku,ST,Gumma Thanuja Rani,YSRCP,40,477005,Kothapalli Geetha,BJP,36,426425,4,50580
508,Arunachal Pradesh,Arunachal West,ST,Kiren Rijiju,BJP,51,205417,Nabam Tuki,INC,26,104679,25,100738
509,Assam,Kokrajhar,ST,Joyanta Basumatary,UPPL,39,488995,Kampa Borgoyari,BPF,35,437412,4,51583
510,Bihar,Valmiki Nagar,OC,Sunil Kumar,JD(U),47,523422,Deepak Yadav,RJD,38,424747,9,98675
511,Chandigarh,Chandigarh,OC,Manish Tewari,INC,48,216657,Sanjay Tandon,BJP,47,214153,0,2504
512,Chhattisgarh,Sarguja,ST,Chintamani Maharaj,BJP,49,713200,Shashi Singh,INC,44,648328,4,64822
513,Dadra and Nagar Haveli and Daman and Diu,Daman And Diu,OC,Patel Umeshbhai Babubhai,Independent,46,42523,Lalubhai Babubhai Patel,BJP,39,36298,6,6225
514,Delhi,Chandni Chowk,OC,Praveen Khandelwal,BJP,53,516496,Jai Prakash Agarwal,INC,44,427171,9,89325
515,Goa,North Goa,OC,Shripad Yesso Naik,BJP,56,257326,Ramakant Khalap,INC,30,141311,25,116015
516,Gujarat,Kachchh,SC,Vinodbhai Chavda,BJP,60,659574,Nitishbhai Lalan,INC,35,390792,25,268782
517,Haryana,Ambala,SC,Varun Chaudhary,INC,49,663657,Banto Kataria,BJP,45,614621,3,49036
518,Himachal Pradesh,Kangra,OC,Rajeev Bhardwaj,BJP,61,632793,Anand Sharma,INC,36,380898,24,251895
519,Jammu and Kashmir,Baramulla,OC,Abdul Rashid Sheikh,Independent,45,472481,Omar Abdullah,JKNC,25,268339,19,204142
520,Jharkhand,Rajmahal,ST,Vijay Kumar Hansdak,JMM,50,613371,Tala Marandi,BJP,35,435107,14,178264
521,Karnataka,Chikkodi,OC,Priyanka Jarkiholi,INC,51,713461,Annasaheb Shankar Jolle,BJP,44,622627,6,90834
522,Kerala,Kasaragod,OC,Rajmohan Unnithan,INC,44,490659,M. V. Balakrishnan,CPI(M),35,390010,9,100649
523,Ladakh,Ladakh,ST,Mohmad Haneefa,Independent,48,37397,Tsering Namgyal,INC,27,65259,20,27862
524,Lakshadweep,Lakshadweep,ST,Muhammed Hamdulla Sayeed,INC,52,25726,Mohammed Faizal Padippura,NCP-SP,46,23079,5,2647
525,Madhya Pradesh,Morena,OC,Shivmangal Singh Tomar,BJP,43,515477,Neetu Satyapal Singh Sikarwar,INC,38,462947,4,52530
526,Maharashtra,Nandurbar,ST,Gowaal Kagada Padavi,INC,53,745998,Dr Heena Vijaykumar Gavit,BJP,42,586878,11,159120
527,Manipur,Inner Manipur,OC,Angomcha Bimol Akoijam,INC,46,374017,Thounaojam Basanta Kumar Singh,BJP,33,264216,13,109801
528,Meghalaya,Shillong,ST,Ricky AJ Syngkon,VPP,55,571078,Vincent H. Pala,INC,19,199168,35,371910
529,Mizoram,Mizoram,ST,Richard Vanlalhmangaiha,ZPM,42,208552,K. Vanlalvena,MNF,28,140264,13,68288
530,Nagaland,Nagaland,ST,S. Supongmeren Jamir,INC,52,401951,Chumben Murry,NDPP,46,350967,6,50984
531,Odisha,Bargarh,OC,Pradeep Purohit,BJP,54,716359,Parinita Mishra,BJD,35,464692,19,251667
532,Puducherry,Puducherry,OC,V. Vaithilingam,INC,52,426005,A. Namassivayam,BJP,35,289489,16,136516
533,Punjab,Gurdaspur,OC,Sukhjinder Singh Randhawa,INC,33,364043,Dinesh Singh,BJP,26,281182,7,82861
534,Rajasthan,Ganganagar,SC,Kuldeep Indora,INC,51,726492,Priyanka Balan Meghwal,BJP,45,638339,6,88153
535,Sikkim,Sikkim,OC,Indra Hang Subba,SKM,42,164396,Bharat Basnett,Citizen Action Party (Sikkim),21,83566,21,164396
536,Tamil Nadu,Thiruvallur,OC,Sasikanth Senthil,INC,56,796956,V. Pon Balaganapathy,BJP,15,224801,40,572155
537,Telangana,Adilabad,ST,Godam Nagesh,BJP,45,568168,Athram Suguna,INC,38,477516,7,90652
538,Tripura,Tripura West,OC,Biplab Kumar Deb,BJP,72,881341,Ashish Kumar Saha,INC,22,269763,50,611578
539,Uttar Pradesh,Saharanpur,OC,Imran Masood,INC,44,547967,Raghav Lakhanpal,BJP,39,483425,5,64542
540,Uttarakhand,Tehri Garhwal,OC,Mala Rajya Lakshmi Shah,BJP,53,462603,Jot Singh Gunsola,INC,22,190110,31,272493
541,West Bengal,Cooch Behar,SC,Jagadish Chandra Barma Basunia,AITC,48,788375,Nisith Pramanik,BJP,46,749125,2,39250
